line_no,channel,status,tx_rnti,dst_l2_id,harq_id,tb_size,tbler,sinr_avg,sinr_min,reason,frame,subframe,slot
1435,PSCCH,OK,5,1,,,0,28657.5,28538.2,,10,6,1
1437,PSCCH,OK,5,1,,,0,22104.6,18398.2,,10,6,1
1439,PSCCH,OK,5,1,,,0,4425.17,4068.06,,10,6,1
1441,PSCCH,OK,5,1,,,0,3595.32,3453.48,,10,6,1
1443,PSCCH,OK,5,1,,,0,24700.8,24197,,10,6,1
1445,PSCCH,OK,5,1,,,0,1266500.0,1224440.0,,10,6,1
1447,PSCCH,OK,5,1,,,0,688.776,597.901,,10,6,1
1449,PSCCH,OK,5,1,,,0,7786.71,7758.56,,10,6,1
1451,PSCCH,OK,5,1,,,0,466219,420670,,10,6,1
1453,PSCCH,OK,5,1,,,0,236041,231660,,10,6,1
1455,PSCCH,OK,5,1,,,0,10919.8,10441.6,,10,6,1
1457,PSSCH,OK,5,1,4,4069,0,752.477,398.078,,,,
1506,PSSCH,FAIL,5,1,5,2083,1,949.774,0.33706,decode_fail,,,
1508,PSSCH,FAIL,21,12,3,2334,1,9943.52,6.52783,decode_fail,,,
1511,PSCCH,OK,3,1,,,0,3.82839,3.55037,,10,8,0
1514,PSCCH,FAIL,19,1,,,1,0.0639579,0.0621523,decoded_overlap,10,8,0
1516,PSCCH,OK,3,1,,,0,2.62416,2.23991,,10,8,0
1519,PSCCH,FAIL,19,1,,,1,0.0860357,0.0813766,decoded_overlap,10,8,0
1522,PSCCH,FAIL,3,1,,,1,0.356721,0.315312,decoded_overlap,10,8,0
1524,PSCCH,FAIL,19,1,,,1,0.0254448,0.0230168,decoded_overlap,10,8,0
1526,PSCCH,OK,19,1,,,0,4.01664,3.81478,,10,8,0
1529,PSCCH,FAIL,3,1,,,1,0.0156605,0.0149194,decoded_overlap,10,8,0
1531,PSCCH,OK,3,1,,,0.125375,1.00263,0.976762,,10,8,0
1534,PSCCH,FAIL,19,1,,,1,0.209387,0.208601,decoded_overlap,10,8,0
1537,PSCCH,FAIL,3,1,,,1,0.180991,0.162194,decoded_overlap,10,8,0
1539,PSCCH,FAIL,19,1,,,1,0.0102384,0.0102085,decoded_overlap,10,8,0
1542,PSCCH,FAIL,3,1,,,1,0.358678,0.338719,decoded_overlap,10,8,0
1544,PSCCH,FAIL,19,1,,,1,0.114375,0.0888257,decoded_overlap,10,8,0
1546,PSCCH,OK,19,1,,,0.125375,1.00795,0.879738,,10,8,0
1548,PSCCH,FAIL,3,1,,,0.125375,0.990756,0.864343,decoded_overlap,10,8,0
1551,PSCCH,OK,19,1,,,0,3.11821,3.02115,,10,8,0
1554,PSCCH,FAIL,3,1,,,1,0.0235592,0.0165985,decoded_overlap,10,8,0
1557,PSCCH,FAIL,3,1,,,1,0.264294,0.252096,decoded_overlap,10,8,0
1559,PSCCH,FAIL,19,1,,,1,0.0427846,0.0415731,decoded_overlap,10,8,0
1561,PSCCH,OK,3,1,,,0,3.84828,3.6958,,10,8,0
1563,PSCCH,FAIL,19,1,,,1,0.228819,0.220922,decoded_overlap,10,8,0
1567,PSCCH,FAIL,3,1,,,1,0.0688785,0.0660986,decoded_overlap,10,8,0
1569,PSCCH,FAIL,19,1,,,1,0.0111738,0.0109738,decoded_overlap,10,8,0
1571,PSCCH,OK,19,1,,,0,1.97847,1.96895,,10,8,0
1574,PSCCH,FAIL,3,1,,,1,0.183566,0.182328,decoded_overlap,10,8,0
1576,PSCCH,OK,19,1,,,0,1.72255,1.49876,,10,8,0
1579,PSCCH,FAIL,3,1,,,1,0.205573,0.194941,decoded_overlap,10,8,0
1581,PSCCH,OK,19,1,,,0.0015,1.34597,1.26549,,10,8,0
